14.488753, -14.009598, 1.800933
26.625627, -7.840328, 1.390448
47.750209, 20.351829, 2.104398
-24.805743, -18.745249, 1.838441
19.464331, 0.776746, 1.855487
-24.621636, -21.255702, 0.013381
3.760668, -7.078911, 2.317212
-12.430930, 23.779723, 0.823541
3.174275, -20.291132, 2.314283
-0.685178, 5.095748, 2.794131
6.577009, -1.061052, 1.823005
41.403632, 16.326940, 2.408333
-1.741470, -1.622378, 0.245283
5.965043, 11.720993, 1.846468
47.379531, -13.535876, 2.596518
1.321272, -24.771553, 0.333216
-30.346471, 9.923092, 1.813507
-16.535383, -10.735972, 2.353785
14.165976, 0.186200, 0.877195
41.344923, -19.317388, 1.165732
47.533428, -27.195340, 2.407220
43.788929, -8.066563, 1.558206
-12.319948, -17.125554, 0.348799
30.136477, -17.548683, 2.192168
19.190867, 15.171646, 1.083443
38.323637, 2.377443, 1.660713
-21.708898, 7.402391, 0.681332
-48.955675, 20.603865, 0.889072
15.926770, 5.411400, 2.207109
-11.405845, 9.899493, 0.125128
-11.886135, 7.757738, 0.050060
33.678485, 7.458353, 3.189512
32.109600, 9.084788, 0.300310
30.334368, 14.972305, 2.261561
20.528884, 12.316584, 1.852141
20.022818, -28.390247, 1.644594
3.855221, 23.201479, 0.714945
-42.601708, 28.627889, 1.634946
-47.489728, 1.216896, 0.810782
32.343471, -23.079797, 0.381195
-15.674036, -14.871121, 2.398352
36.562199, -24.786216, 2.122907
3.999665, -10.408227, 0.178115
-12.500697, 4.283320, 1.910039
12.076083, 2.749160, 0.409427
-7.512463, 28.430900, 1.037848
-10.202025, 4.266007, 0.681352
-5.729392, 8.365648, 0.966687
-24.809868, -29.278600, 1.323417
35.621312, -27.320685, 1.935793
-45.739220, -12.730658, 2.472117
3.766074, 13.781479, 0.591118
23.078852, -12.937405, 0.539050
-47.816259, -3.286993, 0.202776
8.478885, 28.379889, 2.220282
-18.663813, -4.322835, 1.619975
38.027552, -22.820508, 3.176077
-43.423582, 13.217784, 0.976622
39.993794, -0.394705, 0.342586
-19.397451, 6.672293, 1.128193
-27.968507, 17.082753, 0.079267
-28.404622, 21.528924, 1.408009
-11.087111, -31.157535, 0.557153
-20.724531, -13.561609, 1.137645
42.118098, 13.205803, 1.314811
-37.039380, -24.231639, 0.665790
-0.924306, 7.521656, 1.436968
28.407872, 15.468992, 0.050343
-42.690609, 23.307521, 0.716160
-39.238387, 13.315828, 1.524959
44.329475, 20.005808, 1.920150
-19.428848, 14.812261, 1.644652
-35.614315, 27.162620, 2.766987
33.788531, 29.392028, 1.078827
-43.825954, 10.188910, 2.605024
6.231053, -11.179122, 1.896988
-1.393255, 12.363677, 1.033329
-8.066050, -4.707380, 1.754317
-33.315868, -2.715129, 2.999828
-45.331259, 24.432215, 1.037224
-12.517083, 6.937161, 2.165628
28.670809, 8.515059, 2.254511
-39.705138, 17.820037, 1.077766
-22.778704, 1.860211, 3.382669
-13.943388, 19.287991, 2.206651
4.965684, 7.985219, 2.244394
-31.793559, 15.818844, 2.123445
44.516027, -0.517541, 2.777811
-20.073061, -3.987631, 2.619100
12.672264, 21.843236, 2.256276
30.894743, 31.364393, 0.834580
-28.956341, 27.408584, 1.523290
17.983556, -17.261068, 1.151419
-31.709652, 9.952083, 2.433084
17.254886, 22.592002, 0.085521
26.446761, -7.564202, 1.369683
-6.418364, 13.051084, 1.664899
46.383158, 16.067044, 1.508745
-44.818219, -3.374930, 0.427868
-46.277353, 21.967643, 1.296595
6.795492, 15.912326, 2.212102
-3.977356, 25.058848, 2.462311
-8.142370, -20.335351, 0.913891
-32.017261, -24.416447, 2.482590
43.889176, -15.370180, 1.550657
21.013763, -13.272753, 0.949283
-16.854275, 10.282219, 1.033227
23.592197, 26.349694, 1.622078
-22.446332, 26.160604, 0.695010
27.876855, 25.638537, 0.369706
-36.043602, 21.265124, 0.288757
4.086647, -24.700744, 0.558186
14.594711, -3.044557, 1.068299
15.069553, -9.384847, 1.596386
-6.752442, 8.734971, 1.158097
39.312852, -3.741592, 0.822937
